,Date,Starting Capital,portfolio_value,return_pct,long_profit,short_profit,total_profit,long_tickers,short_tickers
0,2024-01-31,1000.0,1068.036559834956,0.06803655983495616,36.97101717861415,31.065542656341755,68.03655983495591,"['COIN', 'NVDA', 'META', 'BLDR', 'UBER', 'RCL', 'PHM', 'AMD', 'WSM', 'INTC', 'AVGO', 'ANET', 'FICO', 'PANW', 'CCL', 'DASH', 'CRM', 'EXPE', 'BX', 'NRG']","['NEE', 'BAX', 'MRNA', 'CTVA', 'MKC', 'GPC', 'PODD', 'HSY', 'DG', 'HAS', 'BMY', 'HRL', 'ENPH', 'EL', 'ALB', 'PFE', 'PAYC', 'FMC', 'KVUE', 'VLTO']"
1,2024-02-29,1068.036559834956,1108.415795776417,0.03780697914283082,54.552473107863094,-14.173237166402199,40.37923594146089,"['NVDA', 'AMD', 'META', 'COIN', 'UBER', 'BLDR', 'PANW', 'ANET', 'AVGO', 'FICO', 'LLY', 'RCL', 'PHM', 'DASH', 'NRG', 'NOW', 'CRM', 'URI', 'NFLX', 'LRCX']","['WBA', 'APTV', 'DVN', 'DG', 'BMY', 'CHRW', 'HRL', 'MKTX', 'PFE', 'APA', 'MOS', 'ENPH', 'HUM', 'EL', 'FMC', 'ADM', 'PAYC', 'ALB', 'KVUE', 'VLTO']"
2,2024-03-31,1108.415795776417,1090.452079029221,99.98379334107683,16.276407444814787,-34.240124192010775,-17.96371674719599,"['COIN', 'NVDA', 'META', 'AMD', 'UBER', 'AVGO', 'CEG', 'LLY', 'DASH', 'BLDR', 'ANET', 'WSM', 'LRCX', 'PHM', 'CRM', 'NFLX', 'KLAC', 'GE', 'AMAT', 'RL']","['CHRW', 'MKTX', 'ALB', 'NEM', 'AES', 'APA', 'BWA', 'APTV', 'PFE', 'MOS', 'PODD', 'PAYC', 'CHTR', 'HUM', 'ADM', 'FMC', 'WBD', 'PARA', 'KVUE', 'VLTO']"
3,2024-04-30,1090.452079029221,1088.7896427667322,99.99847546142149,-24.36202348732739,22.69958722483865,-1.6624362624887432,"['COIN', 'NVDA', 'WSM', 'CEG', 'DASH', 'NRG', 'UBER', 'META', 'MU', 'BLDR', 'AVGO', 'LLY', 'RCL', 'PHM', 'AMD', 'WDC', 'GE', 'LRCX', 'ANET', 'NFLX']","['BF.B', 'PFE', 'MOS', 'CHRW', 'BIIB', 'FMC', 'PAYC', 'TSLA', 'APTV', 'ENPH', 'MKTX', 'PODD', 'WBA', 'HUM', 'PARA', 'CHTR', 'WBD', 'ALB', 'KVUE', 'VLTO']"
4,2024-05-31,1088.7896427667322,1104.2111997893116,0.01416394537276422,26.641701111293973,-11.220144088714203,15.42155702257977,"['COIN', 'NVDA', 'WSM', 'CEG', 'NRG', 'GE', 'WDC', 'DASH', 'RCL', 'BLDR', 'UBER', 'ETN', 'GRMN', 'MU', 'AVGO', 'TT', 'LLY', 'DVA', 'URI', 'TDG']","['BIIB', 'CHRW', 'LVS', 'PARA', 'BF.B', 'LW', 'BMY', 'FMC', 'CVS', 'EL', 'APTV', 'PAYC', 'SBUX', 'WBA', 'CHTR', 'GL', 'WBD', 'HUM', 'KVUE', 'VLTO']"
5,2024-06-30,1104.2111997893116,1108.9730447641803,0.004312440388013705,-7.1277935894027005,11.889638564271124,4.761844974868423,"['COIN', 'NVDA', 'WSM', 'NRG', 'CEG', 'MU', 'GE', 'HWM', 'WDC', 'QCOM', 'FSLR', 'TT', 'LLY', 'RCL', 'LDOS', 'ETN', 'APH', 'WAB', 'RL', 'TDG']","['FMC', 'LW', 'CZR', 'VRSN', 'TSLA', 'WBD', 'HUM', 'EL', 'INTC', 'ALB', 'MKTX', 'LULU', 'BMY', 'BF.B', 'DAY', 'GL', 'WBA', 'PAYC', 'EPAM', 'VLTO']"
6,2024-07-31,1108.9730447641803,1067.0632654079134,99.96220847787588,-15.998937256198177,-25.910842100068496,-41.909779356266675,"['NVDA', 'COIN', 'CEG', 'ANET', 'NRG', 'LLY', 'WSM', 'MU', 'AVGO', 'WDC', 'GE', 'TRGP', 'NTAP', 'FICO', 'KLAC', 'META', 'QCOM', 'AMAT', 'LDOS', 'APH']","['LW', 'ALGN', 'BMY', 'DLTR', 'FMC', 'MKTX', 'LULU', 'EPAM', 'GL', 'APTV', 'BF.B', 'NKE', 'PARA', 'ENPH', 'EL', 'WBD', 'PAYC', 'ALB', 'WBA', 'VLTO']"
7,2024-08-31,1067.0632654079134,1101.7448879855917,0.032501936578634316,42.834840594915434,-8.153218017237021,34.68162257767841,"['NVDA', 'COIN', 'HWM', 'IRM', 'WSM', 'GE', 'FICO', 'TRGP', 'NRG', 'ANET', 'CEG', 'MMM', 'MHK', 'LLY', 'GRMN', 'UHS', 'NTAP', 'TT', 'AVGO', 'PGR']","['CZR', 'INTC', 'WYNN', 'BF.B', 'PARA', 'ULTA', 'LVS', 'NKE', 'ALGN', 'EW', 'DLTR', 'PAYC', 'EL', 'ALB', 'LULU', 'LW', 'DXCM', 'WBA', 'SW', 'VLTO']"
8,2024-09-30,1101.7448879855917,1090.649433348733,99.98992919798599,23.262934475537843,-34.358389112396374,-11.09545463685853,"['NRG', 'IRM', 'NVDA', 'TRGP', 'PGR', 'FICO', 'MMM', 'HWM', 'UHS', 'K', 'ALL', 'GRMN', 'GE', 'LLY', 'CFG', 'VTR', 'NEM', 'AXON', 'FITB', 'RMD']","['BEN', 'EPAM', 'APA', 'BA', 'LVS', 'WYNN', 'WBD', 'ALGN', 'LULU', 'LW', 'DXCM', 'EL', 'MRNA', 'DLTR', 'DG', 'ALB', 'INTC', 'WBA', 'SW', 'VLTO']"
9,2024-10-31,1090.649433348733,1096.1867866138027,0.005077115611812788,-0.9309513546354418,6.468304619705034,5.5373532650695925,"['CEG', 'NVDA', 'NRG', 'FICO', 'HWM', 'IRM', 'GE', 'AXON', 'PHM', 'MMM', 'ANET', 'MHK', 'TT', 'AVGO', 'MPWR', 'DHI', 'RCL', 'TRGP', 'META', 'CBRE']","['WST', 'BIIB', 'SLB', 'BA', 'EW', 'HAL', 'LULU', 'EL', 'ALB', 'APA', 'LW', 'HUM', 'DG', 'INTC', 'DXCM', 'DLTR', 'MRNA', 'WBA', 'SW', 'VLTO']"
10,2024-11-30,1096.1867866138027,1154.826581517664,0.05349434568993816,73.7170839597182,-15.07728905585683,58.639794903861365,"['NVDA', 'UAL', 'RCL', 'FICO', 'CEG', 'NCLH', 'IRM', 'CCL', 'AXON', 'TRGP', 'HWM', 'DASH', 'GLW', 'CBRE', 'AVGO', 'IP', 'DAL', 'SYF', 'BX', 'ANET']","['DVN', 'ELV', 'GPC', 'BG', 'OXY', 'INTC', 'SLB', 'HII', 'BIIB', 'HAL', 'DXCM', 'APA', 'APTV', 'HUM', 'DG', 'WBA', 'DLTR', 'MRNA', 'EL', 'SW']"
11,2024-12-31,1154.826581517664,1147.0279350989629,99.99324691123022,-26.956802785404893,19.1581563667033,-7.798646418701594,"['AXON', 'UAL', 'NVDA', 'COIN', 'RCL', 'FICO', 'TRGP', 'TPR', 'SYF', 'HWM', 'TSLA', 'NCLH', 'DASH', 'DFS', 'CCL', 'NRG', 'FTNT', 'CEG', 'NFLX', 'IRM']","['CNC', 'BA', 'REGN', 'ELV', 'HII', 'DXCM', 'INTC', 'HUM', 'APA', 'BIIB', 'AES', 'APTV', 'DLTR', 'EL', 'ENPH', 'DG', 'WBA', 'CE', 'MRNA', 'SW']"
